Gene,Chr,Gene Start,Gene End,Gene Score,Gene ReScore
CXCL5,4,75080222,75083280,1849.5742195666664,1778.7168625353781
FBP1,9,96405237,96442352,1762.3305466,1777.5500443430153
ENPP2,8,120638499,120720287,3053.3652970363632,1776.0232218028066
APRT,16,87403377,87405843,2836.424675314286,1775.5342472387376
RPL39L,3,188321626,188321782,2345.6275564428574,1774.8865600887473
POLR2G,11,62285590,62290757,1588.3861244333332,1773.1952286828312
KCNJ4,22,37152745,37154083,2183.7229162666663,1772.5142445110973
MBNL2,13,96797295,96809527,1782.1263824000002,1772.2443009363888
SPTBN5,15,39927635,39973567,1976.51397255,1771.270582128399
OR5B2,11,57946380,57947310,4870.833612088889,1771.0104549559999
OR10H2,19,15699833,15700862,3228.8153699285717,1769.6158289172763
GMPR,6,16346789,16403759,3069.4403965333336,1768.9744037996936
TSKU,11,76184308,76185370,1740.8119719249999,1768.195426606122
NAT1,8,18123836,18124709,1763.159847738095,1765.9884933020887
TM4SF18,3,150521544,150534109,2249.3697082458334,1764.7023682932665
ARGLU1,13,106007396,106012393,1860.2358104571429,1764.1574062585146
A4GALT,22,41418839,41419901,3579.33769284,1763.3106766531907
DEFB127,20,86185,87804,2743.1662546241378,1762.1563796016435
VNN1,6,133044421,133076881,1783.2699877808514,1759.4644535356713
RDH5,12,54400487,54404756,2998.0957159999994,1758.599964531494
ZCCHC3,20,226205,228961,1701.546054585,1757.720319529072
HECTD2,10,93233826,93264500,2300.582263595652,1755.6309240939502
NPVF,7,25230715,25234630,2354.920386670968,1755.2312532780684
DHX36,3,155476150,155524980,2902.200093752632,1754.3969240204783
ADCYAP1R1,7,31093081,31109505,1925.2931016681816,1753.6140862711372
ZNF10,12,132231092,132243650,2632.0076815,1750.0138206737975
TEPP,16,56567839,56579518,2531.062870638096,1747.538107677542
C21orf62,21,33087858,33088602,1924.9884189249997,1745.4902069824907
CWF19L1,10,101982044,102017427,1743.6078477434783,1745.3637767242124
CD164,6,109794413,109810340,1936.1271906999998,1745.2937330585385
IDE,10,94203579,94323832,2108.627051506383,1743.785795684202
HSD11B2,16,66022536,66028955,1672.825804962,1743.746123051198
CCDC85B,11,65414450,65415682,5101.171681488236,1742.2679466772552
CNOT4,7,134723303,134845391,1811.6423049903224,1742.1133320727183
SPATA18,4,52612349,52658215,2986.7862192535717,1740.83917804306
CLN8,8,1699276,1722143,2684.507445966667,1740.009992855932
TRIM69,15,42815831,42847317,3223.66415696,1739.7261112822257
COL17A1,10,105812934,105835628,3737.2366295333322,1739.3924495473516
GAL3ST3,11,65564811,65573227,1913.2066748785712,1739.0037228515407
KIAA0355,19,39448302,39483713,1727.4529150125002,1737.7940819607657
ARHGAP25,2,68887866,68907461,2958.889133369565,1736.946898540498
BUB1,2,111134917,111152135,2812.540007044445,1736.225809901664
YKT6,7,44217078,44220418,3468.061290525,1735.355827527728
TRPC6,11,100829590,100959869,2188.0966797575757,1734.527703391664
ZSWIM5,1,45254662,45444837,2260.886511968085,1734.0578088804962
COX4I1,16,84392311,84398075,1739.4217337,1731.1725129878607
KCTD5,16,2672498,2699032,2091.573146752631,1730.7812129203687
INTS7,1,210181320,210275507,2667.1599875375005,1728.9411250435965
CHTF18,16,778622,788075,1731.894001592857,1728.6185097540656
DNALI1,1,37795106,37805045,2722.811413761111,1727.4970926194085
KRT80,12,50849046,50872051,2717.0769057714288,1725.2125057393187
ILKAP,2,238743781,238777063,1723.4034572695655,1724.426308581661
OR4D6,11,58981009,58981954,1577.8762824217388,1723.8781144578702
LPA,6,160872504,161007397,3508.777725522727,1723.5611255783874
KBTBD2,7,32874308,32897894,3436.33940333125,1723.483617480466
LIX1,5,96453329,96504276,4316.6354765625,1722.956727501175
OR1L8,9,124369647,124370577,2130.9711437925926,1722.1374178150445
BSCL2,11,62214322,62233584,1958.691455825,1721.4167052957473
TPM3,1,152408404,152422349,2494.6198585750003,1721.335553364445
KLK3,19,56049982,56055832,2090.23794017037,1718.9935432984578
NDST4,4,116075652,116254481,2283.179390885714,1718.0152948837947
LIN7A,12,79715301,79855825,1790.6275477037038,1712.4793110736744
NMI,2,151842014,151854676,1749.7649936541666,1711.9647807608926
FAM47E,4,77391897,77423957,1695.889943570588,1711.8668188022457
DOHH,19,3441821,3451621,1700.8489046714283,1710.8249130000843
PGM1,1,63831534,63898505,2039.024783157143,1709.317280849945
ESAM,11,124128301,124137433,1731.7075579916666,1705.4069818544683
CLIC6,21,34963557,35012389,2346.628445356,1703.9378549083094
DAZL,3,16603304,16622010,1730.3231023866667,1702.8210265040948
MAP3K10,19,45396121,45413314,1691.2994125733333,1700.3438674131355
ZNF586,19,62972836,63003774,2493.216039954546,1699.813498974126
C12orf29,12,86953398,86968068,1685.635106814286,1697.4025334297748
ARID5B,10,63478975,63515665,1566.4098012789473,1695.1206745369561
JAK3,19,17801596,17819841,2407.4982980608697,1693.5478826419355
LATS2,13,20445175,20533722,2568.3374211625,1689.3738509784587
AHSG,3,187813543,187821802,2270.3383229347824,1687.9747635304307
AKAP3,12,4594936,4624619,1796.1240707944446,1687.9215154090457
SORBS3,8,22479123,22488953,2300.254641657143,1687.8016867067408
STOM,9,123141173,123172366,2593.876763963334,1683.0995153635022
FSD1L,9,107250145,107351206,1960.9751526477273,1681.9009957151516
SLAMF8,1,158063102,158073906,3690.1965522782607,1676.5631398268426
KRT71,12,51223959,51233170,2031.6449136578951,1676.3362737804177
CLDN1,3,191506186,191522909,2310.987826890476,1675.5917811819088
KIAA0232,4,6835359,6936800,2217.707306373684,1673.8381967854991
ZNF248,10,38157904,38186492,1942.9988708,1673.2197445939953
CASD1,7,93977105,94024264,2834.3289843869566,1672.1594932147798
MUM1,19,1324993,1329427,2760.9890206,1670.0773223577837
MARS,12,56192800,56196697,1671.7458043,1669.418852889997
SCAMP1,5,77789373,77812318,2572.426502223809,1668.949429840137
ZNF444,19,61344367,61364074,1613.1485883000003,1668.9194213505334
KRBA1,7,149051757,149062597,3831.8008240571426,1667.1702598365657
DHX15,4,24138185,24195282,1896.000048488,1663.9112533467119
PROX1,1,212228482,212276385,2214.77719195,1663.7871774160799
MRGPRD,11,68504065,68505031,2233.5466127000004,1663.7266002706017
CRY2,11,45825532,45861375,3100.045983738889,1663.3688632574638
PTPRH,19,60397193,60412654,2352.1963374,1661.8683423892817
ISX,22,33792129,33813380,1655.1689603,1660.6162496306395
DYNLRB2,16,79132354,79142042,3776.9552617679997,1660.55525950914
LMO4,1,87569938,87583851,1991.662684640909,1660.5388604060386
BATF2,11,64511992,64521093,3018.433404711111,1659.2746745299485
AHNAK2,14,104474635,104515739,2975.3892948,1658.6617058152033
HNRNPD,4,83494931,83514173,2539.744227090909,1658.566009407208
UQCRQ,5,132230217,132232435,2804.918192627778,1657.2519940380694
PTPN11,12,111340918,111432100,1904.249148672,1655.5151096533464
CHI3L1,1,201414688,201415234,2167.1130287238097,1654.4344814399324
PSAT1,9,80101878,80134829,2039.0706769666665,1653.7117895410092
SFTPD,10,81687475,81698841,3332.145337144,1653.1938791600205
BDKRB1,14,95799772,95800834,1763.9637925464285,1652.4509972952394
ZC3HAV1,7,138395623,138445005,2161.3969974395345,1651.2422632161054
ADSS,1,242652759,242682036,1628.3183281000004,1650.4144534933469
EGR2,10,64241762,64248933,1653.79173297,1650.279936978313
LIPN,10,90511142,90527979,3510.342783959375,1648.34585148884
ACLY,17,37276704,37328798,1687.5727730612905,1646.4500620970443
MX1,21,41720023,41753008,2155.2275154959184,1646.4231008460733
FABP3,1,31610686,31618510,2549.4307970444443,1643.5272069245473
SLC25A46,5,110102652,110126385,2270.201484356,1642.3655765480455
HYAL4,7,123272458,123304767,1688.1196542437501,1641.8996627910412
LIMD2,17,59126980,59131777,1632.0770310999999,1640.8852041154169
MPZL1,1,166000918,166026684,1783.4603534647058,1640.2540678739672
PLA2G2E,1,20119386,20122697,1659.533002647619,1638.4058497741107
MAN2C1,15,73435185,73447994,1611.8229664727273,1637.5815118690948
NAGPA,16,5014911,5023928,1965.4508567200003,1636.548355805957
ADCY4,14,23871300,23874102,1924.1677687699998,1635.5426034544998
PGM3,6,83935346,83959654,2249.4363453823526,1634.1531739553532
TRIM16,17,15472004,15528338,1582.946445925,1632.1125074605632
TMEM74,8,109865585,109866503,1622.06827965,1631.9322102133078
ZAP70,2,97717300,97722755,2290.8041884000004,1629.2679449687455
ZNF626,19,20619348,20636242,1821.561441375,1627.5069301461356
CCDC47,17,59182861,59204820,1604.083184104762,1625.0291531748105
CHRAC1,8,141590582,141596434,1766.8120771,1624.7297347953381
KRT33A,17,36755896,36760582,2093.239599285714,1620.7073671006476
UCN,2,27383892,27384267,1760.8968698842857,1619.934606674871
NHP2,5,177509071,177513567,1921.6995538,1618.344327848298
PRKAB1,12,118590143,118603812,1599.6538807600002,1618.2240578779822
NETO2,16,45677637,45735409,3385.2178522740733,1614.1134996414698
PIBF1,13,72254230,72488592,1859.6864016956522,1613.548492499174
ZNF354C,5,178420212,178440297,1907.8737912650001,1613.4818256725048
FMO3,1,169326659,169353583,1422.4379948711112,1611.7000823850071
HDHD3,9,115175699,115176455,4621.62603474,1611.514887695259
PRRX1,1,168899936,168975165,1698.6529333620688,1611.1990960152766
SP140L,2,230943866,230974402,3302.9799496942856,1610.763255805834
WDR12,2,203453574,203484639,1581.4534055666668,1604.9853424802784
SERPINB4,18,59455472,59480094,2037.911816554545,1603.2767719469962
CACNB1,17,34594562,34607427,1524.8807490799998,1602.4702199108156
RMND5B,5,177500946,177508085,1626.0534686,1600.4538069573625
ACTN3,11,66070966,66087373,3756.2270289761905,1599.7544494370172
GRP,18,55038379,55048982,3492.143091829166,1598.3656368368622
GJD4,10,35934343,35937869,1713.3990675454545,1596.8083009531124
TXNDC16,14,51967058,52088963,2125.7076337714284,1596.2095218470947
POLD3,11,73981276,74031413,3227.9562378142855,1596.0380034953314
CXCL14,5,134934273,134942868,1559.0374680263158,1595.6703185728736
FHL3,1,38235995,38243764,2883.9275218000002,1595.588887494185
CCDC87,11,66114215,66117130,1634.7995436685712,1594.3637814058657
LMBR1,7,156307695,156378663,2349.1162891083336,1591.8980382846303
ACMSD,2,135312655,135376072,1928.7633232310343,1590.5375383581697
LYVE1,11,10535988,10546941,1869.46141273125,1589.0422008215623
PSMC1,14,89795247,89808719,2029.8945157111111,1588.3434712734158
NPY,7,24290333,24298002,1574.5370288869567,1588.0408409016186
KRT74,12,51245869,51253876,3014.8519912970587,1586.3536361246954
FEZ2,2,36632904,36678836,1659.010434135294,1585.8313067980098
GTF3C5,9,134895882,134923711,2994.6839702,1585.1935106062933
ADORA3,1,111843573,111848266,1563.812068152941,1582.272091076679
GATM,15,43440613,43458272,2711.7945856624997,1581.630495633599
PLA2G6,22,36838456,36907707,1830.1944987654547,1581.6138258805997
AMIGO1,1,109851575,109853057,1709.7183423,1581.1540317992337
TMEM140,7,134499733,134500291,1531.8325597714286,1580.7684512305789
SLC8A2,19,52623734,52666934,1458.0903866285714,1580.319630037385
RUSC2,9,35526805,35551889,2228.358128558824,1578.875247756682
DNAJB5,9,34979784,34988428,1856.5956855875002,1578.7389212911596
SKP2,5,36187945,36219904,2150.81599354375,1578.5001102692977
CASKIN1,16,2167184,2186466,2476.9435136333336,1578.4720346736865
SNX31,8,101654298,101731069,1809.8800972078125,1578.1085925565692
C6orf141,6,49626337,49637584,1544.6233365875,1577.9184805470006
GLMN,1,92484542,92537154,2258.507817622727,1577.91349542631
BAZ1A,14,34339180,34413889,1997.643252985714,1573.8502717124086
MNS1,15,54508298,54544627,1587.2118368294118,1572.519842587487
FASTKD3,5,7912271,7922115,2697.9468973599996,1570.8352178461516
C9orf64,9,85743046,85761721,1542.2405873642856,1569.7196130992925
ADAMTSL1,9,18895488,18899659,3088.7818469040003,1566.7141808670015
THUMPD3,3,9379716,9403475,2137.6892453583337,1564.6587003680922
ISCU,12,107480423,107487289,1665.8850118444443,1564.1878814583638
LRRC49,15,68975031,69129490,1491.543559272,1561.435508158281
ERCC5,13,102296174,102326346,1578.9091373078948,1560.6340806794915
CACNB4,2,152430546,152538700,2659.0414299999998,1560.0526933249928
HBD,11,5210634,5212434,1530.4394531833332,1558.8615849287535
CRCT1,1,150754483,150754783,1695.8406566562498,1557.1608429169291
TTC22,1,55022811,55039529,3209.8607676571432,1555.2449062601315
TCTE1,6,44355879,44373403,1572.3211493888887,1552.7455083985603
ARF4,3,57532129,57558255,3687.9856878428577,1552.490521118045
CCDC42,17,8573976,8588879,2733.026986359091,1550.5980429253411
MDM1,12,67005051,67012428,1794.5137601130432,1548.2781139549961
GOT1,10,101156085,101180336,1472.3166494739132,1547.93686787436
NT5M,17,17147404,17191702,1752.8603431793103,1547.5591422302573
SLC23A2,20,4861100,4930145,1673.2142042720004,1545.130119185688
TAF2,8,120812194,120914255,2459.8153128791664,1544.340776123858
LITAF,16,11557641,11588290,1563.4149722359998,1543.8741587067225
CXADR,21,17841215,17887768,1631.5568194325583,1542.8982370055435
FERMT3,11,63730781,63747939,3579.9856216428566,1539.8882635317475
ARIH1,15,70553720,70665950,1796.8688508333332,1539.237406551749
MFSD6,2,190981325,191075286,1464.5757764477273,1539.2292174758768
OR5P3,11,7803159,7804095,3606.0418320000003,1539.1582410505098
ACTL8,1,17954430,18026145,2490.774705406,1538.9470228917398
GNS,12,63393488,63439493,2801.152529066667,1537.1603674992439
MYBL2,20,41729122,41778536,1654.177953321739,1534.813054636114
FCRL1,1,156031276,156056515,2289.671565896,1533.0336595992537
ECE1,1,21432184,21489569,1901.6770025809528,1532.7200655145866
STAMBPL1,10,90662092,90673224,1590.3788336428572,1529.8392251467696
GTF2F2,13,44592671,44756237,1595.7679964886793,1529.1118533209963
GTPBP4,10,1024348,1053708,3342.001551339286,1528.8313773255784
MFF,2,227919684,227930793,2128.9105856849997,1528.4128023032886
DUSP12,1,159986204,159993576,2607.994870065,1528.3639944642766
METTL7A,12,49604800,49612567,1572.3072282666665,1528.0456419198417
PPP1CA,11,66922261,66925952,1760.42770320625,1526.6874252892048
KLHL24,3,184850777,184873477,1933.715471009524,1524.627024112813
PRCP,11,82213056,82289205,2889.210587683333,1521.9729487479942
NUS1,6,118103309,118138579,1562.0461506565218,1518.8044468223557
COPS2,15,47206833,47235073,2224.92665382,1517.905520177354
GMPPB,3,49733935,49736388,3015.7410596733334,1517.370143374817
PHF1,6,33486771,33492193,1437.75401354,1517.1266147796944
NPDC1,9,139053769,139060476,1784.8410012333334,1517.1148510483333
OR2C3,1,245761473,245762433,1572.9754421333332,1515.833830611739
PAX2,10,102498598,102574496,1533.6688858249997,1512.9608174126918
PIK3R5,17,8732212,8809749,1511.0939354239129,1508.226666273902
SLC36A3,5,150636515,150663520,2115.926445778261,1507.6723480818498
MYBPC1,12,100584111,100603789,2981.7912147483867,1506.9213471329715
AMOTL1,11,94141155,94249566,1417.164863606818,1506.6356608486487
BAIAP2,17,76673489,76704619,3104.0917075235297,1505.450417437029
TSPAN16,19,11267823,11298672,2988.303124392857,1505.1744259166703
NCR1,19,60109337,60116251,2770.3472273,1504.4619404080067
KRT35,17,36886466,36890918,1501.1784543689653,1504.4231496530954
LMOD2,7,123083096,123091383,2549.7005187875,1502.0369178132123
SPINK2,4,57370790,57382650,1824.3425518842107,1500.8969905637568
CORO1C,12,107563015,107649424,1932.532971113334,1500.4471803915974
TEAD4,12,2939222,3020103,1561.7324558034484,1499.9100696644364
ZNF517,8,145999058,146007358,2361.58056589,1493.356819506079
EYS,6,66257207,66346418,1507.3852395160002,1491.8454166138677
TM4SF4,3,150675123,150703758,1583.1820457869562,1490.2703761843939
USP7,16,8893451,8964842,2957.899935840909,1488.9270755825978
ASCC1,10,73526283,73646045,1408.454625345238,1488.6210576313222
SEC14L2,22,29135175,29154976,1549.8206384142857,1487.0674777115034
PLB1,2,28681025,28720117,1577.5360017733335,1485.948588713083
SLC7A9,19,38013258,38052523,1598.1169888666668,1485.0323293047945
CDC20,1,43597278,43601460,3689.1200107125005,1484.2614985625821
POLR3B,12,105276009,105428105,2634.2508222394367,1484.0826849960135
DPF2,11,64857921,64877027,1578.8879416142856,1483.2940435616388
NFKB1,4,103717908,103757507,1737.42287472,1482.5339013278312
SCN3B,11,123005104,123030525,2406.3244448244445,1481.3909993379314
NDFIP2,13,78977509,79026222,3506.3090766476193,1479.167187505365
CASZ1,1,10642345,10677093,1398.3364292368422,1478.5655913725666
RPS17,15,80608215,80611920,1688.5847937400001,1477.2131539759318
MPO,17,53702215,53713295,2102.62628883125,1476.2228653807592
GGT7,20,32910906,32924322,1353.2014200545455,1472.1253132182987
IRF5,7,128369360,128375411,1989.7988994866666,1471.5735712840076
UBQLNL,11,5492198,5494532,2496.2432821268294,1471.0519140235497
CYR61,1,85821572,85821974,1436.35076442,1470.995922758576
RSBN1,1,114105976,114156593,2497.9087237,1470.8805912484263
THBS2,6,169357799,169396062,2286.466764461905,1468.8477625305175
ATP8B2,1,152567898,152576644,1503.9893209611112,1468.6391031365379
RNF216,7,5626203,5787818,1466.2108755305555,1465.6307945967144
ATXN7L1,7,105187871,105304267,2335.7427473661974,1465.325725732
ALKBH3,11,43858972,43898389,1389.4729040045454,1465.0989067675448
CDC34,19,482732,493087,1717.9664611909093,1463.2240958042016
ZPBP,7,49947584,50103372,2663.2328460612243,1462.0931782307907
PIGB,15,53398424,53435138,1855.0571529904762,1461.1528094342384
CCDC93,2,118410463,118488167,1537.147968713158,1459.9842969734746
APOBEC1,12,7693262,7709769,1359.832803242105,1459.3134638602562
TPPP3,16,65981212,65984922,1911.2420067866665,1458.6714499066218
OAS3,12,111860631,111895438,1685.4086897050001,1458.1687598395429
KLK1,19,56014215,56018855,2248.9304471214286,1457.9891552072315
DENR,12,121803323,121821906,2019.12513556,1457.794802766824
SDR16C5,8,57375123,57395795,1812.87257294,1457.3389648602786
SP110,2,230749432,230793071,1908.520331384483,1456.809706252603
C5orf49,5,7884510,7904264,2049.5564077405406,1454.161063019493
RAD9A,11,66919716,66922459,1877.7895500866666,1453.7085536240359
CCDC142,2,74554736,74563631,2185.2871441818183,1453.3227884127543
HMOX1,22,34107086,34120194,3612.068836535714,1451.981592189699
PLEKHH1,14,67122880,67126008,1603.9578940047618,1451.147456457381
PRKCD,3,53192507,53194849,1356.869002981818,1449.3246932728073
KCNN2,5,113797125,113860096,1587.7769904512197,1447.1336086763272
MRPS9,2,105020914,105082850,2260.1730791370364,1446.1238187627173
UGT3A1,5,35996614,36036884,2012.9664310888893,1445.7520690249107
ELOVL2,6,11088978,11152610,1754.2220981717392,1443.8518493913405
SIRT3,11,214077,226931,1353.4137298239998,1443.3642430417106
