Gene,Chr,Gene Start,Gene End,Gene Score,nSNPs,TopSNP P-Value,Gene ReScore,Gene ReScorePR
OR1A1,17,3065664,3066594,4.316697800915617,16,0.213502,0.00021297621074495404,0.00021297621074495404
GSK3B,3,121028235,121295203,6.337417085737387,89,0.15742899999999999,0.00021281413956867194,0.00021281413956867194
SDK1,7,4233544,4275157,9.665237350102943,45,0.00285531,0.00021279795697134717,0.00021279795697134717
AKR7L,1,19465062,19473022,5.094972208692815,13,0.0796572,0.00021271615494559338,0.00021271615494559338
HIST1H3G,6,26379124,26379591,8.048565508350434,10,0.0031956,0.00021258044930779372,0.00021258044930779372
SEPT9,17,72982919,73008273,5.474134622244799,16,0.0671017,0.0002125521431316185,0.0002125521431316185
NR4A3,9,101628832,101668994,4.833891765616363,16,0.127288,0.00021255043844296855,0.00021255043844296855
SHANK3,22,49505477,49518504,9.550322453209708,13,0.0009253180000000001,0.00021254904423192422,0.00021254904423192422
PF4V1,4,74937876,74939062,4.78010982553131,13,0.109136,0.00021251970126568361,0.00021251970126568361
NDE1,16,15722994,15726492,6.81228468423749,17,0.018703,0.00021250189451616663,0.00021250189451616663
SPNS3,17,4303059,4338248,6.2085157191013645,41,0.08250110000000001,0.00021241181821701348,0.00021241181821701348
ZDHHC20,13,20848507,20931423,9.919603821517631,31,0.00152522,0.00021230995648752698,0.00021230995648752698
AATK,17,76705690,76754467,6.186244724552115,18,0.0370357,0.0002121979630585406,0.0002121979630585406
RASGRF2,5,80401598,80420139,6.048634927406083,35,0.08263789999999999,0.0002121111757595367,0.0002121111757595367
CHKB,22,49364253,49368260,5.63356768335077,21,0.0750917,0.00021186712155549372,0.00021186712155549372
CD8B,2,86922199,86942549,4.9915866274275595,4,0.027179500000000002,0.00021175942300185905,0.00021175942300185905
CPXM1,20,2722714,2729282,4.625153137233965,13,0.12742799999999999,0.00021150855864859346,0.00021150855864859346
HAO2,1,119712924,119738274,4.742663703186205,20,0.174308,0.00021148269543035098,0.00021148269543035098
APOA4,11,116196627,116199221,3.887083651401463,17,0.348586,0.00021146046427642236,0.00021146046427642236
SELENBP1,1,149603403,149611788,4.539605748974529,13,0.138809,0.00021144723042686059,0.00021144723042686059
PLA2G2A,1,20174517,20179496,4.542887047223418,22,0.234138,0.00021142208165439875,0.00021142208165439875
GLP1R,6,39124534,39163498,7.298888830449749,59,0.039901099999999995,0.00021134781056703804,0.00021134781056703804
MCM2,3,128800850,128823968,3.9739843375515576,13,0.24437899999999999,0.00021131850156465239,0.00021131850156465239
MGRN1,16,4614853,4680974,10.329875894896322,29,0.0009466510000000001,0.0002113032218630626,0.0002113032218630626
HCST,19,41085221,41087013,4.1369285247633965,12,0.191662,0.00021114248138333222,0.00021114248138333222
ANP32E,1,148457478,148475084,11.645362218835185,12,0.000105115,0.00021113459440662844,0.00021113459440662844
TFEC,7,115383968,115395603,7.357915105308832,8,0.00510021,0.00021112253313452522,0.00021112253313452522
PDX1,13,27392167,27398451,4.786987254672959,13,0.10838800000000001,0.00021111219109492713,0.00021111219109492713
AFF1,4,88224287,88281215,8.352490220103634,42,0.00990396,0.0002111062286532193,0.0002111062286532193
CMPK2,2,6908231,6923387,6.217371002638394,11,0.0219393,0.00021110024641064399,0.00021110024641064399
CLEC11A,19,55918416,55920793,7.532091348162242,13,0.00696302,0.00021097579703622792,0.00021097579703622792
SPRY4,5,141670175,141684804,7.224080720960026,27,0.0196782,0.00021092736725417618,0.00021092736725417618
NFKBIA,14,34940466,34943711,4.179040077436343,15,0.229698,0.00021073531801578708,0.00021073531801578708
RAB38,11,87486078,87548247,6.107301651230867,69,0.153632,0.0002106221291100877,0.0002106221291100877
TBC1D29,17,25910167,25914635,6.0110959890572095,5,0.012256999999999999,0.00021057000492655652,0.00021057000492655652
EMP2,16,10533475,10582040,9.769196064242138,65,0.00371711,0.0002104999330358548,0.0002104999330358548
NIPA2,15,20556787,20585851,6.865785143827663,30,0.031285900000000005,0.00021049917751600158,0.00021049917751600158
AMH,19,2200112,2203072,7.455473375975706,14,0.00809575,0.00021047508459543863,0.00021047508459543863
CLDN14,21,36755143,36755863,3.7313667233236227,15,0.359401,0.00021034320611774208,0.00021034320611774208
CALD1,7,134295264,134306012,7.06682369775669,10,0.00852938,0.00021029782306888385,0.00021029782306888385
TMEM123,11,101772265,101828985,4.698905207006634,25,0.227631,0.000210287319881548,0.000210287319881548
MYL1,2,210863112,210888140,6.879736496914617,20,0.020568299999999998,0.00021014981226539277,0.00021014981226539277
EPHX2,8,27404561,27458403,8.651338845155164,67,0.0117178,0.00021009370811771454,0.00021009370811771454
STK25,2,242083104,242096707,8.251871765203159,12,0.00312924,0.0002100855045389284,0.0002100855045389284
NLRC5,16,55636860,55674937,7.312984545337937,46,0.030673900000000004,0.00020997981253896586,0.00020997981253896586
RP1L1,8,10501269,10550027,11.126646130973034,46,0.0006768880000000001,0.00020997225949782658,0.00020997225949782658
EFS,14,22895450,22904682,7.024942398481828,16,0.014230700000000002,0.0002099595272316539,0.0002099595272316539
LCE2C,1,150915115,150915448,4.574621582499325,6,0.0618612,0.00020995695418239729,0.00020995695418239729
TGFBR1,9,100930957,100934734,2.4472294349078543,4,0.346132,0.00020994353789629728,0.00020994353789629728
TAAR9,6,132901119,132902168,5.187137672342703,14,0.0782317,0.0002098324772970847,0.0002098324772970847
PABPC3,13,24568275,24570704,4.687211389324422,10,0.0921234,0.00020980727170535115,0.00020980727170535115
MAPT,17,41327543,41461546,10.254774440749904,88,0.00309664,0.00020975700154488033,0.00020975700154488033
SAMM50,22,42701807,42723745,9.180679751569953,41,0.00422343,0.000209701003896114,0.000209701003896114
ZNF804B,7,88226688,88804282,12.458780525416987,285,0.00110679,0.000209694442447296,0.000209694442447296
FAM131B,7,142760614,142769962,6.870108201534349,17,0.017652200000000003,0.00020966748832711702,0.00020966748832711702
IL13,5,132021763,132024700,4.209898521615971,16,0.23756599999999997,0.00020941792706202843,0.00020941792706202843
GJB5,1,34995518,34996340,6.5232490218948165,18,0.026439999999999998,0.00020930312932568114,0.00020930312932568114
SCAMP1,5,77789373,77812318,6.18836732364568,21,0.043116699999999994,0.0002092609336354548,0.0002092609336354548
GALNT8,12,4700012,4752153,8.044599170134807,40,0.0128332,0.00020924566489217424,0.00020924566489217424
AP3S2,15,88174834,88257226,6.539005621718385,43,0.0621748,0.00020922657249802164,0.00020922657249802164
LMO1,11,8202432,8246758,7.163347893283331,54,0.0418207,0.00020920793849310535,0.00020920793849310535
KMO,1,239762302,239825567,8.428018103017772,68,0.0148685,0.00020904703863224418,0.00020904703863224418
OTX2,14,56337177,56346937,6.654790823855671,8,0.0103027,0.00020887024874330633,0.00020887024874330633
ELMO2,20,44437281,44468678,4.95216283171568,19,0.134294,0.00020880384421255877,0.00020880384421255877
TTLL3,3,9842249,9844825,3.7337768715296957,18,0.43024300000000004,0.00020868604302262458,0.00020868604302262458
C20orf194,20,3251298,3336587,5.427434984809772,34,0.14940799999999999,0.0002086489674070367,0.0002086489674070367
TLR3,4,187240372,187243246,4.724782572458242,14,0.12421700000000001,0.0002085973976689781,0.0002085973976689781
PTPRF,1,43836331,43861930,8.290211301671258,21,0.00527019,0.00020854733942986625,0.00020854733942986625
MOSPD3,7,100048049,100050936,6.506517274318614,11,0.0164304,0.0002084298019744468,0.0002084298019744468
PRDM14,8,71126576,71146116,12.219820562710424,26,0.000128225,0.00020842247910674377,0.00020842247910674377
CTNNB1,3,41252166,41253962,3.1988635245658354,9,0.367277,0.00020827163686260283,0.00020827163686260283
GON4L,1,154020810,154057963,3.2865606236839326,10,0.373822,0.00020824152331109602,0.00020824152331109602
CTLA4,2,204440753,204446928,5.642336470809352,13,0.0460795,0.00020823636976205452,0.00020823636976205452
MED19,11,57227762,57236249,12.578111439870305,8,2.75731e-05,0.00020822457813661548,0.00020822457813661548
STRN4,19,51914607,51941560,6.860717215738899,21,0.0220114,0.00020820131288057904,0.00020820131288057904
MRPL36,5,1851737,1852049,4.544257370409351,16,0.170049,0.00020816151847781675,0.00020816151847781675
PDE1B,12,53241494,53259290,7.01024491954828,24,0.021662099999999997,0.00020815627515208016,0.00020815627515208016
DNM2,19,10794899,10805160,2.7767670392612946,5,0.311197,0.000208113676392701,0.000208113676392701
DNASE2B,1,84646707,84653279,3.9527375838427177,16,0.307233,0.0002080088425119022,0.0002080088425119022
IGFN1,1,199448392,199464697,4.915847978234188,32,0.234544,0.00020792755934291568,0.00020792755934291568
WDR3,1,118273913,118304572,7.472764334474281,20,0.011367100000000002,0.00020787231457710357,0.00020787231457710357
TMPRSS11B,4,68774965,68794007,3.8412057990525073,10,0.214677,0.00020785144614594302,0.00020785144614594302
SPTBN4,19,45769289,45774205,4.5529098593270065,12,0.12643800000000002,0.00020779786620807815,0.00020779786620807815
ACTC1,15,32867588,32875219,8.087422036982037,26,0.00799191,0.00020778215452331287,0.00020778215452331287
TLE3,15,68145406,68154000,6.118818488108497,20,0.0440211,0.0002076912205873864,0.0002076912205873864
PITX1,5,134391322,134397863,8.460507869264497,11,0.00232831,0.00020759216171663527,0.00020759216171663527
ANLN,7,36395956,36459925,8.33561595918214,42,0.0100725,0.00020743777391216811,0.00020743777391216811
KRT37,17,36830334,36834348,4.576895147779699,14,0.144015,0.00020742806252216042,0.00020742806252216042
ARPC3,12,109357088,109372541,0.9409536261561199,2,0.780511,0.00020727930804427503,0.00020727930804427503
SPTBN5,15,39927635,39973567,6.451882268330127,36,0.0567918,0.00020727124430997858,0.00020727124430997858
NXNL2,9,90339839,90380521,10.965809839799038,23,0.0003975,0.00020721885270631686,0.00020721885270631686
KCTD7,7,65731379,65743252,4.388084949257846,10,0.12424500000000001,0.0002071914061145526,0.0002071914061145526
C11orf68,11,65441505,65442261,3.6878508923558964,11,0.275283,0.00020717262908259565,0.00020717262908259565
IRF5,7,128369360,128375411,6.445183363303877,15,0.023822299999999998,0.00020703512538598436,0.00020703512538598436
OSGEPL1,2,190319638,190336198,4.704764027584917,10,0.0905205,0.0002069889412409893,0.0002069889412409893
E2F1,20,31726952,31737871,4.488125200401446,10,0.112417,0.00020689794124929302,0.00020689794124929302
CAGE1,6,7323853,7334941,4.315396552376119,20,0.267225,0.0002068199100585415,0.0002068199100585415
TM7SF3,12,27017389,27058405,5.669227074286174,32,0.110417,0.00020674594558095437,0.00020674594558095437
PAPPA,9,117955891,118204421,9.651656356394286,142,0.00913329,0.00020665696382376138,0.00020665696382376138
ROM1,11,62137198,62139164,3.761143742282573,8,0.186057,0.00020664077581073365,0.00020664077581073365
RASGEF1A,10,43009989,43082373,5.896894381306231,35,0.0961788,0.0002066135566745331,0.0002066135566745331
FOXM1,12,2837109,2856564,3.172533709672037,13,0.544665,0.00020655589839562385,0.00020655589839562385
TNR,1,173558557,173979375,10.660552519776829,302,0.00708252,0.0002064904940656841,0.0002064904940656841
ZNF197,3,44641514,44664967,8.173475835599483,15,0.00423054,0.0002064901768032012,0.0002064901768032012
GINS3,16,56983798,56997549,3.320192675319292,15,0.542188,0.00020621876389501306,0.00020621876389501306
UBE2V2,8,49083547,49137007,4.993775227181676,10,0.06780019999999999,0.0002061659189241842,0.0002061659189241842
DNAL1,14,73181330,73238402,5.2116212566411555,23,0.125415,0.0002061068245141295,0.0002061068245141295
ALPP,2,232954192,232955843,4.374952288402112,7,0.0881212,0.00020609643419678499,0.00020609643419678499
CRX,19,53016910,53038398,7.965096673900328,32,0.0111161,0.0002060864520929623,0.0002060864520929623
RAB3A,19,18168610,18175839,4.452928469930443,12,0.139733,0.00020598493149380018,0.00020598493149380018
LRP2BP,4,186522026,186537166,7.253082158053463,18,0.0127438,0.00020575873215308803,0.00020575873215308803
TMPRSS3,21,42675053,42689269,7.034577257360622,42,0.0369974,0.000205752259395702,0.000205752259395702
KRTAP1-5,17,36435804,36436980,7.657351478003619,15,0.00708836,0.00020574628602762024,0.00020574628602762024
SLC10A5,8,82768445,82769762,3.3872619326440225,10,0.338011,0.00020559829713581512,0.00020559829713581512
PCBP4,3,51966550,51971144,2.3872849617602423,5,0.45939399999999997,0.0002055813645140851,0.0002055813645140851
QKI,6,163755664,163914884,6.954036861506002,52,0.049648199999999997,0.00020556534387393996,0.00020556534387393996
TOP1MT,8,144471562,144488425,6.293727066208152,15,0.027717900000000004,0.0002054093017621736,0.0002054093017621736
ATP8B1,18,53464656,53550037,7.5786571851402735,55,0.028118599999999997,0.00020540658758833012,0.00020540658758833012
HORMAD1,1,148937165,148959976,6.856409940494359,22,0.0231591,0.00020529829290517743,0.00020529829290517743
MUC16,19,8820519,8953018,8.971720616108557,117,0.014853100000000001,0.00020527384589060895,0.00020527384589060895
PRPF38B,1,109036454,109045945,5.297168027291515,4,0.020023,0.00020526986633980976,0.00020526986633980976
GNPDA1,5,141360417,141372804,6.6444316086709145,23,0.029928700000000003,0.00020521142170166828,0.00020521142170166828
LIME1,20,61837576,61840904,4.615436995486772,14,0.13857,0.0002051220674751137,0.0002051220674751137
NIN,14,50306855,50367589,7.118487045728468,46,0.037259600000000004,0.00020509420280933555,0.00020509420280933555
ZFR,5,32442588,32480601,7.289729246447419,39,0.026618,0.00020507037317355788,0.00020507037317355788
GM2A,5,150628953,150631513,5.850919658497199,27,0.0776858,0.00020504309846048016,0.00020504309846048016
NFIX,19,12996834,13070610,8.702288591759588,28,0.00465374,0.00020492929949914154,0.00020492929949914154
GTF2F2,13,44592671,44756237,6.665861818547068,53,0.0675039,0.0002049283611568693,0.0002049283611568693
FGF21,19,53950959,53953394,8.073728735375846,12,0.00373943,0.00020489238745161788,0.00020489238745161788
TXN,9,112058530,112058654,8.03564396977046,15,0.00485574,0.00020488678669016653,0.00020488678669016653
WFDC8,20,43613814,43641379,5.692819709039522,39,0.131433,0.00020475600770883214,0.00020475600770883214
DNAJB11,3,187770645,187786283,4.250521293105384,20,0.285136,0.00020475278059305034,0.00020475278059305034
CD3G,11,117724951,117729074,7.197007210469038,17,0.01273,0.0002047147658775777,0.0002047147658775777
PLEKHA2,8,38877909,38950587,7.760249952776215,40,0.017054,0.00020466628450813688,0.00020466628450813688
CSTF1,20,54401113,54412989,8.274924075657621,27,0.00688034,0.0002046599658054154,0.0002046599658054154
MCF2L,13,112746969,112789771,6.21370100995136,40,0.08007260000000001,0.00020462660328653828,0.00020462660328653828
CCL14,17,31334804,31337907,4.831733037992199,13,0.103645,0.0002045578491084404,0.0002045578491084404
TIMM22,17,847106,852140,4.0568821813597085,17,0.294149,0.00020454826839277166,0.00020454826839277166
CD55,1,205565589,205600934,5.80967936602182,23,0.068963,0.00020446002604140116,0.00020446002604140116
SULT4A1,22,42551719,42589711,7.606757064343877,64,0.0318132,0.00020444607003246873,0.00020444607003246873
VKORC1L1,7,65057204,65060967,3.8267669876248323,12,0.261359,0.00020427537770038257,0.00020427537770038257
SPC25,2,169435646,169455190,8.814625981311936,20,0.00297089,0.0002042682650032696,0.0002042682650032696
IGSF8,1,158327761,158334931,5.604578069019716,15,0.055214599999999996,0.0002041718945799748,0.0002041718945799748
ZFHX2,14,23059938,23065654,5.211083563316565,17,0.0927479,0.00020403010087545538,0.00020403010087545538
F11R,1,159231624,159275404,10.421788667337339,35,0.00104218,0.00020396458441483974,0.00020396458441483974
RPUSD2,15,38648828,38653953,4.817725757543651,13,0.10510699999999999,0.0002038176243918415,0.0002038176243918415
H2AFZ,4,101088266,101090535,5.266917756935605,9,0.0464354,0.00020376692512365094,0.00020376692512365094
GPR146,7,1063666,1065423,5.615206146371292,17,0.061915,0.00020366050279255405,0.00020366050279255405
LGR6,1,200474678,200542690,7.39215151042174,42,0.025874900000000003,0.00020361245201088566,0.00020361245201088566
EXOC2,6,430137,638109,11.410155463962125,148,0.00164019,0.00020355295177779914,0.00020355295177779914
COQ2,4,84406860,84424988,5.986927486728878,19,0.047716,0.00020350188213133865,0.00020350188213133865
THSD7A,7,11380695,11838349,11.290548073748386,375,0.00468391,0.00020350073843928882,0.00020350073843928882
WSB2,12,116956862,116983334,5.758071904521024,29,0.0915586,0.0002034053787557942,0.0002034053787557942
SPINK5,5,147423727,147497118,8.411906591533594,69,0.0153322,0.0002033277134824664,0.0002033277134824664
NAALADL1,11,64569565,64572505,4.327625865797927,13,0.171585,0.00020330519138827036,0.00020330519138827036
MAPK12,22,49037904,49042216,6.195749544073653,8,0.0163046,0.00020325082079136937,0.00020325082079136937
UBXN2B,8,59509507,59526614,6.127186091466873,14,0.030558,0.00020322225035062676,0.00020322225035062676
BACE2,21,41539758,41570394,5.902765262103575,50,0.136594,0.0002032175408641429,0.0002032175408641429
WDR88,19,38314837,38358543,10.844927901411264,25,0.00048758199999999997,0.0002029193432856552,0.0002029193432856552
